event_id,customer_id,timestamp,event_type,page_url,session_id,device_type,browser,ip_address,user_agent
EVT_00001296,CUST_000047,2025-09-04 09:55:56,page_view,/page/6,SESS_001933,desktop,Safari,193.73.246.102,Mozilla/5.0 (compatible)
EVT_00001297,CUST_000513,2025-08-17 09:55:56,page_view,/page/49,SESS_000801,mobile,Firefox,180.173.25.85,Mozilla/5.0 (compatible)
EVT_00001298,CUST_000418,2025-07-08 09:55:56,login,/page/33,SESS_001654,mobile,Chrome,151.204.98.123,Mozilla/5.0 (compatible)
EVT_00001299,CUST_000601,2025-09-06 09:55:56,page_view,/page/11,SESS_000311,mobile,Chrome,227.161.24.244,Mozilla/5.0 (compatible)
EVT_00001300,CUST_000736,2025-08-12 09:55:56,logout,/page/44,SESS_001340,desktop,Firefox,255.247.129.133,Mozilla/5.0 (compatible)
EVT_00001301,CUST_000747,2025-06-25 09:55:56,purchase_complete,/page/34,SESS_001906,mobile,Edge,202.34.87.75,Mozilla/5.0 (compatible)
EVT_00001302,CUST_000369,2025-06-23 09:55:56,search,/page/28,SESS_000082,mobile,Edge,62.54.157.156,Mozilla/5.0 (compatible)
EVT_00001303,CUST_000077,2025-08-22 09:55:56,purchase_start,/page/41,SESS_001019,desktop,Chrome,37.197.223.80,Mozilla/5.0 (compatible)
EVT_00001304,CUST_000561,2025-08-30 09:55:56,click,/page/7,SESS_000932,desktop,Safari,42.18.72.148,Mozilla/5.0 (compatible)
EVT_00001305,CUST_000373,2025-07-27 09:55:56,login,/page/5,SESS_000367,mobile,Edge,67.253.122.251,Mozilla/5.0 (compatible)
EVT_00001306,CUST_000263,2025-07-16 09:55:56,purchase_complete,/page/9,SESS_001925,desktop,Edge,11.94.220.74,Mozilla/5.0 (compatible)
EVT_00001307,CUST_000411,2025-07-20 09:55:56,search,/page/40,SESS_001879,mobile,Edge,94.132.217.160,Mozilla/5.0 (compatible)
EVT_00001308,CUST_000975,2025-08-01 09:55:56,page_view,/page/6,SESS_001398,desktop,Edge,68.225.225.254,Mozilla/5.0 (compatible)
EVT_00001309,CUST_000699,2025-09-05 09:55:56,purchase_start,/page/42,SESS_000117,mobile,Firefox,180.211.144.3,Mozilla/5.0 (compatible)
EVT_00001310,CUST_000159,2025-08-28 09:55:56,page_view,/page/25,SESS_000325,mobile,Chrome,58.100.224.119,Mozilla/5.0 (compatible)
EVT_00001311,CUST_000686,2025-08-30 09:55:56,page_view,/page/30,SESS_000960,mobile,Edge,28.22.47.188,Mozilla/5.0 (compatible)
EVT_00001312,CUST_000111,2025-07-22 09:55:56,search,/page/28,SESS_000409,desktop,Chrome,82.88.155.125,Mozilla/5.0 (compatible)
EVT_00001313,CUST_000218,2025-06-13 09:55:56,purchase_complete,/page/31,SESS_000235,desktop,Chrome,140.40.243.121,Mozilla/5.0 (compatible)
EVT_00001314,CUST_000150,2025-06-21 09:55:56,logout,/page/21,SESS_001164,desktop,Edge,16.240.207.93,Mozilla/5.0 (compatible)
EVT_00001315,CUST_000809,2025-07-17 09:55:56,click,/page/14,SESS_000111,desktop,Chrome,244.195.176.109,Mozilla/5.0 (compatible)
EVT_00001316,CUST_000277,2025-08-09 09:55:56,purchase_complete,/page/12,SESS_000172,desktop,Safari,104.21.77.224,Mozilla/5.0 (compatible)
EVT_00001317,CUST_000730,2025-07-15 09:55:56,search,/page/27,SESS_001075,desktop,Safari,48.213.14.24,Mozilla/5.0 (compatible)
EVT_00001318,CUST_000917,2025-07-18 09:55:56,page_view,/page/49,SESS_000609,desktop,Safari,242.108.124.122,Mozilla/5.0 (compatible)
EVT_00001319,CUST_000549,2025-06-14 09:55:56,search,/page/11,SESS_001978,mobile,Safari,234.178.147.100,Mozilla/5.0 (compatible)
EVT_00001320,CUST_000843,2025-09-09 09:55:56,purchase_start,/page/39,SESS_000407,desktop,Firefox,83.171.253.211,Mozilla/5.0 (compatible)
EVT_00001321,CUST_000962,2025-08-01 09:55:56,login,/page/10,SESS_001837,desktop,Firefox,128.222.82.30,Mozilla/5.0 (compatible)
EVT_00001322,CUST_000812,2025-06-16 09:55:56,click,/page/17,SESS_001067,mobile,Edge,242.214.220.33,Mozilla/5.0 (compatible)
EVT_00001323,CUST_000650,2025-07-15 09:55:56,purchase_complete,/page/38,SESS_000200,desktop,Firefox,108.179.140.199,Mozilla/5.0 (compatible)
EVT_00001324,CUST_000171,2025-06-26 09:55:56,click,/page/14,SESS_000713,desktop,Firefox,249.174.148.245,Mozilla/5.0 (compatible)
EVT_00001325,CUST_000015,2025-07-25 09:55:56,search,/page/24,SESS_000034,desktop,Safari,129.210.223.32,Mozilla/5.0 (compatible)
EVT_00001326,CUST_000717,2025-07-09 09:55:56,purchase_complete,/page/30,SESS_000848,desktop,Safari,213.139.110.134,Mozilla/5.0 (compatible)
EVT_00001327,CUST_000998,2025-07-30 09:55:56,login,/page/12,SESS_000940,desktop,Firefox,142.153.42.139,Mozilla/5.0 (compatible)
EVT_00001328,CUST_000447,2025-07-24 09:55:56,page_view,/page/43,SESS_001411,mobile,Safari,180.159.241.237,Mozilla/5.0 (compatible)
EVT_00001329,CUST_000928,2025-08-29 09:55:56,login,/page/7,SESS_000184,mobile,Edge,27.128.192.193,Mozilla/5.0 (compatible)
EVT_00001330,CUST_000639,2025-07-03 09:55:56,login,/page/41,SESS_000910,mobile,Chrome,171.75.219.108,Mozilla/5.0 (compatible)
EVT_00001331,CUST_000217,2025-08-13 09:55:56,search,/page/30,SESS_001130,desktop,Firefox,220.121.244.32,Mozilla/5.0 (compatible)
EVT_00001332,CUST_000360,2025-07-13 09:55:56,click,/page/42,SESS_001442,mobile,Edge,2.241.96.201,Mozilla/5.0 (compatible)
EVT_00001333,CUST_000230,2025-07-08 09:55:56,page_view,/page/18,SESS_001802,mobile,Safari,215.232.204.233,Mozilla/5.0 (compatible)
EVT_00001334,CUST_000425,2025-06-16 09:55:56,logout,/page/1,SESS_001844,tablet,Chrome,4.7.40.203,Mozilla/5.0 (compatible)
EVT_00001335,CUST_000384,2025-07-06 09:55:56,search,/page/48,SESS_001229,desktop,Firefox,246.147.255.111,Mozilla/5.0 (compatible)
EVT_00001336,CUST_000248,2025-07-01 09:55:56,click,/page/13,SESS_001263,mobile,Chrome,206.239.148.110,Mozilla/5.0 (compatible)
EVT_00001337,CUST_000132,2025-06-21 09:55:56,click,/page/47,SESS_000356,desktop,Safari,133.41.112.60,Mozilla/5.0 (compatible)
EVT_00001338,CUST_000102,2025-06-12 09:55:56,search,/page/9,SESS_001033,desktop,Edge,216.196.161.235,Mozilla/5.0 (compatible)
EVT_00001339,CUST_000267,2025-07-02 09:55:56,logout,/page/21,SESS_000418,desktop,Chrome,112.3.161.198,Mozilla/5.0 (compatible)
EVT_00001340,CUST_000608,2025-08-22 09:55:56,login,/page/40,SESS_001450,mobile,Chrome,147.98.7.191,Mozilla/5.0 (compatible)
EVT_00001341,CUST_000752,2025-08-25 09:55:56,click,/page/41,SESS_001294,mobile,Firefox,62.168.230.57,Mozilla/5.0 (compatible)
EVT_00001342,CUST_000305,2025-08-17 09:55:56,purchase_start,/page/16,SESS_001488,mobile,Edge,198.67.169.14,Mozilla/5.0 (compatible)
EVT_00001343,CUST_000282,2025-08-31 09:55:56,logout,/page/41,SESS_000048,mobile,Chrome,29.118.238.153,Mozilla/5.0 (compatible)
EVT_00001344,CUST_000126,2025-08-28 09:55:56,logout,/page/19,SESS_000537,mobile,Chrome,20.127.217.93,Mozilla/5.0 (compatible)
EVT_00001345,CUST_000935,2025-08-15 09:55:56,click,/page/7,SESS_001006,mobile,Edge,19.125.246.161,Mozilla/5.0 (compatible)
EVT_00001346,CUST_000079,2025-08-15 09:55:56,purchase_complete,/page/27,SESS_000769,mobile,Edge,207.42.47.77,Mozilla/5.0 (compatible)
EVT_00001347,CUST_000011,2025-08-19 09:55:56,purchase_complete,/page/37,SESS_001293,mobile,Chrome,31.250.88.255,Mozilla/5.0 (compatible)
EVT_00001348,CUST_000356,2025-07-11 09:55:56,purchase_start,/page/39,SESS_001120,desktop,Safari,238.32.50.156,Mozilla/5.0 (compatible)
EVT_00001349,CUST_000031,2025-07-04 09:55:56,login,/page/34,SESS_001049,mobile,Firefox,222.94.30.231,Mozilla/5.0 (compatible)
EVT_00001350,CUST_000223,2025-09-07 09:55:56,page_view,/page/9,SESS_000451,desktop,Firefox,69.71.124.52,Mozilla/5.0 (compatible)
EVT_00001351,CUST_000977,2025-08-30 09:55:56,page_view,/page/46,SESS_001130,mobile,Edge,191.208.127.112,Mozilla/5.0 (compatible)
EVT_00001352,CUST_000525,2025-07-21 09:55:56,logout,/page/17,SESS_000355,desktop,Safari,247.101.27.150,Mozilla/5.0 (compatible)
EVT_00001353,CUST_000813,2025-06-27 09:55:56,page_view,/page/11,SESS_001627,desktop,Edge,111.227.115.109,Mozilla/5.0 (compatible)
EVT_00001354,CUST_000611,2025-08-07 09:55:56,search,/page/21,SESS_001276,desktop,Edge,110.52.146.91,Mozilla/5.0 (compatible)
EVT_00001355,CUST_000383,2025-06-22 09:55:56,search,/page/5,SESS_000921,desktop,Chrome,246.131.65.151,Mozilla/5.0 (compatible)
EVT_00001356,CUST_000420,2025-08-04 09:55:56,purchase_start,/page/42,SESS_001947,tablet,Safari,102.8.30.47,Mozilla/5.0 (compatible)
EVT_00001357,CUST_000829,2025-07-31 09:55:56,click,/page/12,SESS_000733,desktop,Firefox,169.96.96.38,Mozilla/5.0 (compatible)
EVT_00001358,CUST_000799,2025-08-01 09:55:56,login,/page/1,SESS_000653,mobile,Safari,55.120.146.204,Mozilla/5.0 (compatible)
EVT_00001359,CUST_000330,2025-08-12 09:55:56,purchase_start,/page/5,SESS_000790,desktop,Firefox,135.56.27.144,Mozilla/5.0 (compatible)
EVT_00001360,CUST_000285,2025-06-25 09:55:56,search,/page/43,SESS_000154,mobile,Edge,175.194.112.82,Mozilla/5.0 (compatible)
EVT_00001361,CUST_000833,2025-08-01 09:55:56,logout,/page/13,SESS_000102,mobile,Edge,12.254.71.108,Mozilla/5.0 (compatible)
EVT_00001362,CUST_000123,2025-08-26 09:55:56,click,/page/11,SESS_001232,desktop,Edge,61.148.6.73,Mozilla/5.0 (compatible)
EVT_00001363,CUST_000019,2025-06-20 09:55:56,search,/page/37,SESS_000010,tablet,Safari,34.216.248.104,Mozilla/5.0 (compatible)
EVT_00001364,CUST_000038,2025-07-04 09:55:56,purchase_start,/page/3,SESS_000691,mobile,Chrome,121.25.213.206,Mozilla/5.0 (compatible)
EVT_00001365,CUST_000426,2025-08-03 09:55:56,page_view,/page/21,SESS_001544,desktop,Chrome,143.199.81.127,Mozilla/5.0 (compatible)
EVT_00001366,CUST_000628,2025-09-04 09:55:56,click,/page/20,SESS_001427,tablet,Edge,218.165.248.234,Mozilla/5.0 (compatible)
EVT_00001367,CUST_000125,2025-07-25 09:55:56,purchase_start,/page/7,SESS_000060,desktop,Chrome,36.27.255.83,Mozilla/5.0 (compatible)
EVT_00001368,CUST_000883,2025-06-14 09:55:56,purchase_complete,/page/28,SESS_000464,desktop,Firefox,186.231.208.95,Mozilla/5.0 (compatible)
EVT_00001369,CUST_000836,2025-07-04 09:55:56,login,/page/45,SESS_001778,desktop,Chrome,29.13.243.78,Mozilla/5.0 (compatible)
EVT_00001370,CUST_000077,2025-08-08 09:55:56,page_view,/page/45,SESS_001255,mobile,Edge,70.179.44.237,Mozilla/5.0 (compatible)
EVT_00001371,CUST_000142,2025-06-28 09:55:56,click,/page/8,SESS_000259,desktop,Firefox,193.150.228.218,Mozilla/5.0 (compatible)
EVT_00001372,CUST_000990,2025-07-20 09:55:56,purchase_complete,/page/29,SESS_001369,desktop,Firefox,148.123.170.126,Mozilla/5.0 (compatible)
EVT_00001373,CUST_001000,2025-08-06 09:55:56,page_view,/page/50,SESS_001497,desktop,Chrome,68.197.76.183,Mozilla/5.0 (compatible)
EVT_00001374,CUST_000085,2025-07-27 09:55:56,purchase_start,/page/16,SESS_001351,mobile,Firefox,178.20.20.249,Mozilla/5.0 (compatible)
EVT_00001375,CUST_000507,2025-09-03 09:55:56,logout,/page/1,SESS_001374,desktop,Edge,49.125.27.88,Mozilla/5.0 (compatible)
EVT_00001376,CUST_000214,2025-06-27 09:55:56,search,/page/34,SESS_001053,mobile,Safari,182.117.168.40,Mozilla/5.0 (compatible)
EVT_00001377,CUST_000869,2025-07-08 09:55:56,login,/page/9,SESS_000449,tablet,Edge,250.116.223.159,Mozilla/5.0 (compatible)
EVT_00001378,CUST_000526,2025-08-16 09:55:56,search,/page/26,SESS_000385,desktop,Edge,43.176.79.244,Mozilla/5.0 (compatible)
EVT_00001379,CUST_000891,2025-06-29 09:55:56,purchase_complete,/page/7,SESS_000302,desktop,Chrome,191.29.62.5,Mozilla/5.0 (compatible)
EVT_00001380,CUST_000916,2025-07-14 09:55:56,logout,/page/18,SESS_000059,desktop,Edge,91.68.31.238,Mozilla/5.0 (compatible)
EVT_00001381,CUST_000564,2025-08-31 09:55:56,page_view,/page/28,SESS_000435,desktop,Edge,131.86.14.113,Mozilla/5.0 (compatible)
EVT_00001382,CUST_000280,2025-07-25 09:55:56,login,/page/4,SESS_001329,desktop,Edge,50.76.49.104,Mozilla/5.0 (compatible)
EVT_00001383,CUST_000181,2025-06-26 09:55:56,page_view,/page/34,SESS_001245,desktop,Edge,28.175.13.166,Mozilla/5.0 (compatible)
EVT_00001384,CUST_000255,2025-08-27 09:55:56,logout,/page/8,SESS_000109,mobile,Safari,62.17.137.26,Mozilla/5.0 (compatible)
EVT_00001385,CUST_000283,2025-08-13 09:55:56,purchase_start,/page/45,SESS_001467,desktop,Edge,26.57.188.211,Mozilla/5.0 (compatible)
EVT_00001386,CUST_000901,2025-06-14 09:55:56,page_view,/page/32,SESS_000422,desktop,Firefox,89.164.74.181,Mozilla/5.0 (compatible)
EVT_00001387,CUST_000611,2025-08-05 09:55:56,purchase_complete,/page/1,SESS_000194,desktop,Edge,190.79.219.233,Mozilla/5.0 (compatible)
EVT_00001388,CUST_000705,2025-08-11 09:55:56,logout,/page/21,SESS_001396,desktop,Firefox,86.231.117.37,Mozilla/5.0 (compatible)
EVT_00001389,CUST_000986,2025-09-09 09:55:56,purchase_complete,/page/31,SESS_000877,desktop,Firefox,250.68.226.20,Mozilla/5.0 (compatible)
EVT_00001390,CUST_000175,2025-06-16 09:55:56,search,/page/1,SESS_001217,desktop,Edge,150.1.126.224,Mozilla/5.0 (compatible)
EVT_00001391,CUST_000254,2025-07-12 09:55:56,login,/page/3,SESS_001678,desktop,Safari,214.59.135.129,Mozilla/5.0 (compatible)
EVT_00001392,CUST_000172,2025-08-23 09:55:56,search,/page/7,SESS_000205,desktop,Safari,116.126.189.90,Mozilla/5.0 (compatible)
EVT_00001393,CUST_000559,2025-08-09 09:55:56,purchase_complete,/page/32,SESS_000520,desktop,Chrome,212.91.78.182,Mozilla/5.0 (compatible)
EVT_00001394,CUST_000342,2025-07-06 09:55:56,search,/page/43,SESS_001756,mobile,Edge,29.70.176.133,Mozilla/5.0 (compatible)
EVT_00001395,CUST_000746,2025-06-21 09:55:56,login,/page/10,SESS_000841,mobile,Firefox,92.128.8.63,Mozilla/5.0 (compatible)
EVT_00001396,CUST_000592,2025-06-13 09:55:56,click,/page/24,SESS_000423,mobile,Firefox,236.245.97.164,Mozilla/5.0 (compatible)
EVT_00001397,CUST_000111,2025-08-06 09:55:56,purchase_complete,/page/44,SESS_001116,mobile,Edge,253.246.225.135,Mozilla/5.0 (compatible)
EVT_00001398,CUST_000180,2025-08-08 09:55:56,purchase_complete,/page/23,SESS_001819,desktop,Edge,242.255.71.80,Mozilla/5.0 (compatible)
EVT_00001399,CUST_000196,2025-09-05 09:55:56,purchase_start,/page/34,SESS_001438,desktop,Chrome,111.204.117.146,Mozilla/5.0 (compatible)
EVT_00001400,CUST_000992,2025-07-28 09:55:56,page_view,/page/8,SESS_001986,desktop,Firefox,120.175.39.134,Mozilla/5.0 (compatible)
EVT_00001401,CUST_000990,2025-08-04 09:55:56,purchase_start,/page/36,SESS_001361,desktop,Edge,74.17.205.76,Mozilla/5.0 (compatible)
EVT_00001402,CUST_000016,2025-07-14 09:55:56,login,/page/14,SESS_000580,mobile,Chrome,14.126.79.2,Mozilla/5.0 (compatible)
EVT_00001403,CUST_000441,2025-07-27 09:55:56,purchase_complete,/page/1,SESS_000103,desktop,Safari,225.73.202.220,Mozilla/5.0 (compatible)
EVT_00001404,CUST_000515,2025-06-17 09:55:56,search,/page/36,SESS_000318,tablet,Safari,37.255.188.51,Mozilla/5.0 (compatible)
EVT_00001405,CUST_000443,2025-06-28 09:55:56,login,/page/19,SESS_000449,desktop,Safari,64.208.174.164,Mozilla/5.0 (compatible)
EVT_00001406,CUST_000396,2025-07-18 09:55:56,click,/page/7,SESS_001829,desktop,Safari,153.80.45.145,Mozilla/5.0 (compatible)
EVT_00001407,CUST_000447,2025-06-16 09:55:56,page_view,/page/38,SESS_000286,mobile,Firefox,65.35.107.142,Mozilla/5.0 (compatible)
EVT_00001408,CUST_000205,2025-08-03 09:55:56,page_view,/page/6,SESS_000609,mobile,Edge,140.47.97.201,Mozilla/5.0 (compatible)
EVT_00001409,CUST_000897,2025-07-17 09:55:56,login,/page/9,SESS_001079,desktop,Safari,129.240.176.183,Mozilla/5.0 (compatible)
EVT_00001410,CUST_000367,2025-07-13 09:55:56,page_view,/page/28,SESS_000956,desktop,Edge,119.8.234.144,Mozilla/5.0 (compatible)
EVT_00001411,CUST_000028,2025-07-19 09:55:56,login,/page/49,SESS_000288,mobile,Safari,202.63.149.132,Mozilla/5.0 (compatible)
EVT_00001412,CUST_000383,2025-08-25 09:55:56,purchase_start,/page/35,SESS_001844,mobile,Safari,14.194.217.101,Mozilla/5.0 (compatible)
EVT_00001413,CUST_000129,2025-07-21 09:55:56,purchase_complete,/page/1,SESS_000948,mobile,Edge,215.14.22.15,Mozilla/5.0 (compatible)
EVT_00001414,CUST_000277,2025-06-19 09:55:56,login,/page/22,SESS_001218,desktop,Safari,145.124.177.85,Mozilla/5.0 (compatible)
EVT_00001415,CUST_000886,2025-09-03 09:55:56,login,/page/48,SESS_001198,mobile,Chrome,180.53.133.37,Mozilla/5.0 (compatible)
EVT_00001416,CUST_000576,2025-07-09 09:55:56,logout,/page/15,SESS_001834,mobile,Firefox,78.161.80.185,Mozilla/5.0 (compatible)
EVT_00001417,CUST_000960,2025-09-10 09:55:56,search,/page/32,SESS_001278,mobile,Chrome,18.1.40.155,Mozilla/5.0 (compatible)
EVT_00001418,CUST_000902,2025-08-26 09:55:56,purchase_start,/page/7,SESS_000507,desktop,Edge,7.214.130.114,Mozilla/5.0 (compatible)
EVT_00001419,CUST_000401,2025-09-03 09:55:56,login,/page/20,SESS_000829,desktop,Firefox,210.61.216.218,Mozilla/5.0 (compatible)
EVT_00001420,CUST_000560,2025-08-08 09:55:56,search,/page/40,SESS_001396,desktop,Chrome,111.38.163.6,Mozilla/5.0 (compatible)
EVT_00001421,CUST_000190,2025-08-23 09:55:56,search,/page/48,SESS_001347,desktop,Firefox,122.123.75.75,Mozilla/5.0 (compatible)
EVT_00001422,CUST_000684,2025-08-29 09:55:56,purchase_start,/page/32,SESS_000753,mobile,Edge,99.179.205.28,Mozilla/5.0 (compatible)
EVT_00001423,CUST_000476,2025-07-19 09:55:56,search,/page/28,SESS_000304,desktop,Edge,31.145.100.3,Mozilla/5.0 (compatible)
EVT_00001424,CUST_000595,2025-08-03 09:55:56,login,/page/42,SESS_001333,mobile,Edge,11.233.233.91,Mozilla/5.0 (compatible)
EVT_00001425,CUST_000986,2025-08-24 09:55:56,click,/page/47,SESS_000939,desktop,Firefox,92.129.220.221,Mozilla/5.0 (compatible)
EVT_00001426,CUST_000516,2025-08-15 09:55:56,page_view,/page/46,SESS_001076,desktop,Chrome,45.168.39.91,Mozilla/5.0 (compatible)
EVT_00001427,CUST_000672,2025-06-30 09:55:56,page_view,/page/30,SESS_001465,mobile,Firefox,72.201.196.169,Mozilla/5.0 (compatible)
EVT_00001428,CUST_000311,2025-07-22 09:55:56,login,/page/42,SESS_000991,desktop,Edge,156.169.47.148,Mozilla/5.0 (compatible)
EVT_00001429,CUST_000726,2025-07-08 09:55:56,search,/page/43,SESS_001077,desktop,Safari,151.245.149.90,Mozilla/5.0 (compatible)
EVT_00001430,CUST_000599,2025-06-23 09:55:56,search,/page/26,SESS_000139,desktop,Firefox,60.25.171.28,Mozilla/5.0 (compatible)
EVT_00001431,CUST_000512,2025-06-16 09:55:56,click,/page/21,SESS_001557,desktop,Firefox,27.231.226.45,Mozilla/5.0 (compatible)
EVT_00001432,CUST_000746,2025-07-23 09:55:56,search,/page/27,SESS_001890,desktop,Safari,30.10.217.192,Mozilla/5.0 (compatible)
EVT_00001433,CUST_000075,2025-07-16 09:55:56,search,/page/24,SESS_001243,mobile,Chrome,237.45.83.28,Mozilla/5.0 (compatible)
EVT_00001434,CUST_000716,2025-07-15 09:55:56,click,/page/9,SESS_001306,mobile,Firefox,51.65.126.113,Mozilla/5.0 (compatible)
EVT_00001435,CUST_000696,2025-08-05 09:55:56,logout,/page/13,SESS_001520,desktop,Firefox,23.150.7.162,Mozilla/5.0 (compatible)
EVT_00001436,CUST_000983,2025-06-17 09:55:56,login,/page/14,SESS_000069,mobile,Chrome,93.199.105.146,Mozilla/5.0 (compatible)
EVT_00001437,CUST_000560,2025-09-01 09:55:56,page_view,/page/12,SESS_001398,mobile,Edge,49.214.54.147,Mozilla/5.0 (compatible)
EVT_00001438,CUST_000848,2025-07-12 09:55:56,purchase_start,/page/23,SESS_000731,mobile,Firefox,206.18.113.110,Mozilla/5.0 (compatible)
EVT_00001439,CUST_000641,2025-07-24 09:55:56,search,/page/5,SESS_001166,desktop,Safari,26.31.128.60,Mozilla/5.0 (compatible)
EVT_00001440,CUST_000053,2025-06-26 09:55:56,purchase_start,/page/22,SESS_000047,desktop,Safari,237.213.65.100,Mozilla/5.0 (compatible)
EVT_00001441,CUST_000721,2025-07-27 09:55:56,login,/page/11,SESS_001983,desktop,Firefox,219.133.239.157,Mozilla/5.0 (compatible)
EVT_00001442,CUST_000513,2025-08-02 09:55:56,click,/page/40,SESS_000117,mobile,Chrome,150.121.240.235,Mozilla/5.0 (compatible)
EVT_00001443,CUST_000270,2025-06-19 09:55:56,login,/page/3,SESS_000693,desktop,Firefox,86.228.196.16,Mozilla/5.0 (compatible)
EVT_00001444,CUST_000143,2025-08-15 09:55:56,purchase_start,/page/47,SESS_000676,tablet,Chrome,61.127.19.207,Mozilla/5.0 (compatible)
EVT_00001445,CUST_000971,2025-06-30 09:55:56,purchase_start,/page/45,SESS_001711,mobile,Chrome,89.252.19.244,Mozilla/5.0 (compatible)
EVT_00001446,CUST_000427,2025-06-26 09:55:56,purchase_complete,/page/40,SESS_001904,desktop,Edge,243.34.70.186,Mozilla/5.0 (compatible)
EVT_00001447,CUST_000043,2025-08-28 09:55:56,login,/page/32,SESS_001040,desktop,Safari,111.123.78.201,Mozilla/5.0 (compatible)
EVT_00001448,CUST_000871,2025-08-12 09:55:56,login,/page/4,SESS_000054,mobile,Firefox,137.156.221.98,Mozilla/5.0 (compatible)
EVT_00001449,CUST_000699,2025-06-15 09:55:56,purchase_complete,/page/2,SESS_001132,desktop,Edge,197.97.179.33,Mozilla/5.0 (compatible)
EVT_00001450,CUST_000441,2025-06-13 09:55:56,click,/page/36,SESS_000283,desktop,Chrome,230.158.252.232,Mozilla/5.0 (compatible)
EVT_00001451,CUST_000377,2025-07-27 09:55:56,logout,/page/22,SESS_000895,tablet,Firefox,60.24.151.3,Mozilla/5.0 (compatible)
EVT_00001452,CUST_000233,2025-07-20 09:55:56,purchase_complete,/page/49,SESS_001820,mobile,Chrome,254.206.4.224,Mozilla/5.0 (compatible)
EVT_00001453,CUST_000738,2025-08-10 09:55:56,search,/page/4,SESS_000157,desktop,Edge,47.73.12.81,Mozilla/5.0 (compatible)
EVT_00001454,CUST_000359,2025-06-25 09:55:56,purchase_complete,/page/16,SESS_000599,desktop,Edge,123.169.32.169,Mozilla/5.0 (compatible)
EVT_00001455,CUST_000079,2025-09-01 09:55:56,page_view,/page/35,SESS_000422,desktop,Safari,230.235.220.57,Mozilla/5.0 (compatible)
EVT_00001456,CUST_000455,2025-08-03 09:55:56,page_view,/page/50,SESS_001130,desktop,Firefox,135.229.69.82,Mozilla/5.0 (compatible)
EVT_00001457,CUST_000715,2025-07-03 09:55:56,purchase_start,/page/7,SESS_000111,desktop,Edge,181.244.160.125,Mozilla/5.0 (compatible)
EVT_00001458,CUST_000287,2025-08-31 09:55:56,logout,/page/9,SESS_001724,tablet,Firefox,79.190.142.54,Mozilla/5.0 (compatible)
EVT_00001459,CUST_000126,2025-07-25 09:55:56,purchase_complete,/page/10,SESS_000074,tablet,Edge,167.196.117.244,Mozilla/5.0 (compatible)
EVT_00001460,CUST_000117,2025-09-08 09:55:56,click,/page/3,SESS_000554,desktop,Edge,77.212.248.22,Mozilla/5.0 (compatible)
EVT_00001461,CUST_000062,2025-08-06 09:55:56,search,/page/40,SESS_000787,desktop,Edge,99.114.12.58,Mozilla/5.0 (compatible)
EVT_00001462,CUST_000211,2025-07-24 09:55:56,logout,/page/43,SESS_000883,mobile,Safari,9.139.196.90,Mozilla/5.0 (compatible)
EVT_00001463,CUST_000960,2025-09-07 09:55:56,purchase_start,/page/49,SESS_001830,desktop,Safari,208.193.152.56,Mozilla/5.0 (compatible)
EVT_00001464,CUST_000776,2025-09-07 09:55:56,page_view,/page/47,SESS_001699,mobile,Edge,201.187.238.189,Mozilla/5.0 (compatible)
EVT_00001465,CUST_000771,2025-09-03 09:55:56,search,/page/7,SESS_001134,desktop,Safari,220.254.241.137,Mozilla/5.0 (compatible)
EVT_00001466,CUST_000475,2025-07-18 09:55:56,purchase_start,/page/47,SESS_001164,mobile,Safari,42.246.98.120,Mozilla/5.0 (compatible)
EVT_00001467,CUST_000764,2025-08-11 09:55:56,logout,/page/1,SESS_000575,mobile,Safari,22.64.198.139,Mozilla/5.0 (compatible)
EVT_00001468,CUST_000303,2025-07-29 09:55:56,purchase_start,/page/26,SESS_000080,mobile,Safari,69.169.65.201,Mozilla/5.0 (compatible)
EVT_00001469,CUST_000669,2025-06-25 09:55:56,login,/page/8,SESS_000629,mobile,Safari,215.68.217.46,Mozilla/5.0 (compatible)
EVT_00001470,CUST_000455,2025-07-13 09:55:56,login,/page/29,SESS_000019,desktop,Safari,123.164.217.143,Mozilla/5.0 (compatible)
EVT_00001471,CUST_000224,2025-07-20 09:55:56,login,/page/38,SESS_001923,desktop,Safari,245.17.113.47,Mozilla/5.0 (compatible)
EVT_00001472,CUST_000265,2025-08-06 09:55:56,page_view,/page/32,SESS_000261,desktop,Firefox,38.224.159.168,Mozilla/5.0 (compatible)
EVT_00001473,CUST_000051,2025-08-12 09:55:56,login,/page/42,SESS_000079,desktop,Edge,149.82.11.142,Mozilla/5.0 (compatible)
EVT_00001474,CUST_000735,2025-08-12 09:55:56,login,/page/46,SESS_000531,tablet,Chrome,174.217.220.218,Mozilla/5.0 (compatible)
EVT_00001475,CUST_000362,2025-07-03 09:55:56,purchase_complete,/page/3,SESS_001230,desktop,Chrome,20.130.114.29,Mozilla/5.0 (compatible)
EVT_00001476,CUST_000524,2025-09-01 09:55:56,logout,/page/14,SESS_000668,mobile,Edge,19.165.110.225,Mozilla/5.0 (compatible)
EVT_00001477,CUST_000290,2025-08-23 09:55:56,login,/page/21,SESS_001244,mobile,Safari,250.105.230.167,Mozilla/5.0 (compatible)
EVT_00001478,CUST_000384,2025-07-12 09:55:56,page_view,/page/40,SESS_000064,desktop,Chrome,75.239.39.234,Mozilla/5.0 (compatible)
