transaction_id,customer_id,transaction_date,amount,currency,transaction_type,merchant,category,payment_method,status
TXN_00002656,CUST_000852,2025-05-15 09:55:56,40.67,GBP,deposit,Starbucks,healthcare,credit_card,completed
TXN_00002657,CUST_000268,2024-11-28 09:55:56,906.69,USD,purchase,Home Depot,utilities,debit_card,pending
TXN_00002658,CUST_000088,2025-01-11 09:55:56,662.29,USD,purchase,McDonald's,healthcare,bank_transfer,completed
TXN_00002659,CUST_000959,2024-12-15 09:55:56,436.31,USD,deposit,Target,transportation,paypal,completed
TXN_00002660,CUST_000007,2025-04-05 09:55:56,255.43,GBP,deposit,Costco,retail,debit_card,completed
TXN_00002661,CUST_000988,2025-08-04 09:55:56,660.08,USD,transfer,Starbucks,retail,credit_card,completed
TXN_00002662,CUST_000502,2024-12-31 09:55:56,204.48,USD,deposit,Home Depot,retail,debit_card,completed
TXN_00002663,CUST_000776,2024-11-20 09:55:56,764.18,USD,purchase,Target,transportation,paypal,completed
TXN_00002664,CUST_000763,2024-11-16 09:55:56,601.64,USD,refund,McDonald's,food,debit_card,completed
TXN_00002665,CUST_000195,2025-04-11 09:55:56,734.44,EUR,transfer,Costco,utilities,paypal,completed
TXN_00002666,CUST_000001,2025-04-25 09:55:56,498.45,USD,deposit,Target,food,paypal,failed
TXN_00002667,CUST_000946,2025-09-08 09:55:56,694.91,USD,transfer,Walmart,healthcare,credit_card,completed
TXN_00002668,CUST_000645,2025-08-24 09:55:56,977.68,USD,transfer,Walmart,utilities,debit_card,failed
TXN_00002669,CUST_000171,2024-12-09 09:55:56,597.16,USD,transfer,Starbucks,food,paypal,completed
TXN_00002670,CUST_000834,2025-08-04 09:55:56,562.76,USD,purchase,Home Depot,entertainment,credit_card,completed
TXN_00002671,CUST_000828,2025-07-24 09:55:56,327.75,EUR,transfer,Costco,transportation,bank_transfer,completed
TXN_00002672,CUST_000255,2024-11-06 09:55:56,669.74,GBP,purchase,McDonald's,utilities,credit_card,completed
TXN_00002673,CUST_000012,2024-11-14 09:55:56,253.37,EUR,purchase,Costco,entertainment,paypal,completed
TXN_00002674,CUST_000283,2025-09-01 09:55:56,994.52,USD,refund,Target,retail,credit_card,completed
TXN_00002675,CUST_000603,2025-02-27 09:55:56,399.72,USD,purchase,Best Buy,healthcare,paypal,pending
TXN_00002676,CUST_000558,2024-12-01 09:55:56,405.35,GBP,purchase,McDonald's,healthcare,credit_card,completed
TXN_00002677,CUST_000330,2025-06-22 09:55:56,612.0,USD,deposit,Costco,transportation,bank_transfer,completed
TXN_00002678,CUST_000212,2025-05-29 09:55:56,725.15,USD,deposit,Target,food,credit_card,pending
TXN_00002679,CUST_000620,2025-01-14 09:55:56,306.98,EUR,purchase,Starbucks,utilities,credit_card,completed
TXN_00002680,CUST_000989,2024-11-05 09:55:56,562.81,GBP,purchase,Target,retail,credit_card,completed
TXN_00002681,CUST_000630,2025-07-25 09:55:56,545.44,EUR,transfer,Best Buy,retail,credit_card,completed
TXN_00002682,CUST_000877,2025-06-28 09:55:56,812.65,USD,purchase,Home Depot,healthcare,paypal,completed
TXN_00002683,CUST_000575,2025-08-17 09:55:56,349.48,EUR,refund,Target,transportation,credit_card,completed
TXN_00002684,CUST_000672,2025-02-16 09:55:56,42.03,GBP,refund,Target,retail,paypal,completed
TXN_00002685,CUST_000927,2025-01-13 09:55:56,681.34,USD,transfer,Home Depot,transportation,paypal,completed
TXN_00002686,CUST_000744,2024-09-18 09:55:56,958.99,USD,refund,Best Buy,retail,bank_transfer,completed
TXN_00002687,CUST_000297,2025-02-23 09:55:56,748.44,EUR,transfer,Best Buy,healthcare,paypal,completed
TXN_00002688,CUST_000812,2025-01-05 09:55:56,805.87,GBP,refund,Starbucks,food,debit_card,completed
TXN_00002689,CUST_000778,2024-11-19 09:55:56,382.17,USD,refund,Amazon,food,bank_transfer,completed
TXN_00002690,CUST_000548,2025-04-09 09:55:56,26.28,USD,deposit,Amazon,food,bank_transfer,completed
TXN_00002691,CUST_000050,2025-03-25 09:55:56,928.85,USD,refund,Amazon,utilities,bank_transfer,completed
TXN_00002692,CUST_000850,2025-09-06 09:55:56,377.25,USD,purchase,Starbucks,entertainment,credit_card,completed
TXN_00002693,CUST_000602,2025-07-11 09:55:56,20.84,USD,purchase,Walmart,food,credit_card,completed
TXN_00002694,CUST_000243,2024-10-18 09:55:56,38.52,USD,purchase,Costco,entertainment,debit_card,completed
TXN_00002695,CUST_000786,2025-01-18 09:55:56,759.41,USD,transfer,Best Buy,retail,debit_card,failed
TXN_00002696,CUST_000043,2025-08-16 09:55:56,627.05,USD,purchase,Target,utilities,paypal,pending
TXN_00002697,CUST_000971,2025-01-01 09:55:56,935.1,USD,transfer,Costco,transportation,debit_card,completed
TXN_00002698,CUST_000293,2024-11-29 09:55:56,963.02,USD,transfer,Home Depot,food,credit_card,completed
TXN_00002699,CUST_000017,2024-10-23 09:55:56,565.45,EUR,deposit,Home Depot,transportation,paypal,completed
TXN_00002700,CUST_000291,2025-04-19 09:55:56,764.47,USD,deposit,Target,food,paypal,completed
TXN_00002701,CUST_000506,2024-10-30 09:55:56,500.09,USD,deposit,Starbucks,retail,debit_card,failed
TXN_00002702,CUST_000419,2025-07-20 09:55:56,812.75,EUR,transfer,Starbucks,retail,bank_transfer,completed
TXN_00002703,CUST_000460,2024-10-18 09:55:56,162.72,USD,deposit,Amazon,food,debit_card,completed
TXN_00002704,CUST_000065,2025-03-07 09:55:56,508.93,USD,transfer,Best Buy,transportation,credit_card,completed
TXN_00002705,CUST_000236,2024-09-28 09:55:56,728.58,GBP,deposit,McDonald's,retail,paypal,completed
TXN_00002706,CUST_000356,2024-12-15 09:55:56,445.64,USD,refund,Target,entertainment,paypal,completed
TXN_00002707,CUST_000252,2024-11-12 09:55:56,333.13,USD,transfer,Amazon,transportation,bank_transfer,failed
TXN_00002708,CUST_000750,2025-03-07 09:55:56,221.66,USD,transfer,McDonald's,healthcare,credit_card,completed
TXN_00002709,CUST_000472,2025-07-09 09:55:56,576.94,EUR,deposit,Starbucks,transportation,paypal,completed
TXN_00002710,CUST_000415,2024-11-17 09:55:56,222.66,USD,purchase,Best Buy,food,paypal,completed
TXN_00002711,CUST_000507,2025-04-28 09:55:56,630.93,USD,deposit,Amazon,entertainment,bank_transfer,completed
TXN_00002712,CUST_000191,2025-05-09 09:55:56,993.88,USD,deposit,Walmart,healthcare,paypal,completed
TXN_00002713,CUST_000007,2024-10-17 09:55:56,109.26,USD,purchase,Home Depot,utilities,bank_transfer,completed
TXN_00002714,CUST_000195,2025-06-29 09:55:56,693.3,USD,deposit,Best Buy,transportation,debit_card,completed
TXN_00002715,CUST_000882,2025-02-15 09:55:56,296.2,USD,refund,Home Depot,food,debit_card,completed
TXN_00002716,CUST_000958,2025-01-18 09:55:56,382.3,EUR,refund,Costco,food,bank_transfer,completed
TXN_00002717,CUST_000243,2024-10-27 09:55:56,933.72,USD,transfer,Target,retail,debit_card,completed
TXN_00002718,CUST_000187,2025-08-30 09:55:56,579.48,USD,purchase,Walmart,utilities,debit_card,completed
TXN_00002719,CUST_000818,2025-06-13 09:55:56,521.1,USD,refund,Costco,utilities,credit_card,completed
TXN_00002720,CUST_000538,2025-06-26 09:55:56,890.56,USD,deposit,Home Depot,entertainment,credit_card,completed
TXN_00002721,CUST_000276,2024-09-22 09:55:56,348.68,EUR,purchase,McDonald's,entertainment,bank_transfer,completed
TXN_00002722,CUST_000624,2024-10-27 09:55:56,78.75,USD,refund,Walmart,retail,credit_card,completed
TXN_00002723,CUST_000403,2025-04-18 09:55:56,984.83,USD,refund,Target,utilities,debit_card,pending
TXN_00002724,CUST_000505,2025-01-23 09:55:56,472.77,USD,purchase,Starbucks,transportation,credit_card,failed
TXN_00002725,CUST_000412,2025-04-11 09:55:56,732.81,USD,deposit,Amazon,food,paypal,completed
TXN_00002726,CUST_000388,2025-08-24 09:55:56,341.71,USD,transfer,Target,transportation,paypal,completed
TXN_00002727,CUST_000844,2025-08-22 09:55:56,643.91,EUR,transfer,Amazon,food,bank_transfer,completed
TXN_00002728,CUST_000692,2024-10-14 09:55:56,869.86,USD,transfer,Target,utilities,bank_transfer,completed
TXN_00002729,CUST_000381,2024-11-23 09:55:56,926.74,EUR,deposit,Target,retail,credit_card,completed
TXN_00002730,CUST_000415,2025-06-05 09:55:56,806.8,USD,transfer,Starbucks,entertainment,bank_transfer,completed
TXN_00002731,CUST_000290,2024-11-21 09:55:56,453.34,USD,deposit,Best Buy,retail,debit_card,failed
TXN_00002732,CUST_000716,2024-11-22 09:55:56,682.6,EUR,transfer,Walmart,entertainment,bank_transfer,completed
TXN_00002733,CUST_000758,2024-10-28 09:55:56,889.86,EUR,purchase,Costco,healthcare,debit_card,completed
TXN_00002734,CUST_000427,2025-01-30 09:55:56,303.63,USD,refund,Costco,utilities,credit_card,completed
TXN_00002735,CUST_000161,2024-12-04 09:55:56,589.87,GBP,purchase,Walmart,entertainment,paypal,completed
TXN_00002736,CUST_000348,2025-05-17 09:55:56,258.96,USD,purchase,Target,transportation,bank_transfer,completed
TXN_00002737,CUST_000716,2025-06-19 09:55:56,146.1,USD,transfer,McDonald's,entertainment,debit_card,completed
TXN_00002738,CUST_000952,2024-10-19 09:55:56,170.0,USD,deposit,McDonald's,retail,debit_card,pending
TXN_00002739,CUST_000132,2025-05-29 09:55:56,455.75,USD,deposit,Amazon,entertainment,paypal,completed
TXN_00002740,CUST_000535,2025-08-16 09:55:56,390.58,USD,refund,Costco,healthcare,paypal,completed
TXN_00002741,CUST_000479,2024-11-20 09:55:56,603.46,GBP,transfer,Starbucks,retail,paypal,completed
TXN_00002742,CUST_000704,2025-01-26 09:55:56,627.3,USD,deposit,Best Buy,transportation,debit_card,failed
TXN_00002743,CUST_000877,2024-10-28 09:55:56,859.5,USD,refund,Starbucks,retail,credit_card,completed
TXN_00002744,CUST_000061,2024-11-21 09:55:56,881.26,USD,deposit,Starbucks,food,credit_card,completed
TXN_00002745,CUST_000331,2025-03-12 09:55:56,901.86,EUR,deposit,Costco,entertainment,bank_transfer,completed
TXN_00002746,CUST_000536,2025-02-18 09:55:56,329.25,EUR,transfer,McDonald's,entertainment,credit_card,failed
TXN_00002747,CUST_000177,2025-05-03 09:55:56,475.56,USD,purchase,Amazon,utilities,bank_transfer,completed
TXN_00002748,CUST_000806,2025-02-10 09:55:56,810.27,EUR,transfer,Amazon,entertainment,credit_card,completed
TXN_00002749,CUST_000362,2025-05-03 09:55:56,331.85,USD,transfer,Costco,entertainment,credit_card,completed
TXN_00002750,CUST_000603,2024-11-01 09:55:56,477.59,USD,refund,Best Buy,food,bank_transfer,pending
TXN_00002751,CUST_000437,2025-09-02 09:55:56,517.43,USD,transfer,McDonald's,retail,credit_card,completed
TXN_00002752,CUST_000982,2025-05-08 09:55:56,414.13,USD,transfer,Costco,food,debit_card,completed
TXN_00002753,CUST_000422,2025-08-10 09:55:56,181.62,EUR,transfer,Amazon,healthcare,debit_card,completed
TXN_00002754,CUST_000624,2025-04-21 09:55:56,749.24,USD,purchase,Starbucks,transportation,credit_card,completed
TXN_00002755,CUST_000488,2024-11-09 09:55:56,489.94,EUR,deposit,Target,entertainment,paypal,failed
TXN_00002756,CUST_000569,2025-04-26 09:55:56,118.42,USD,transfer,Amazon,entertainment,paypal,pending
TXN_00002757,CUST_000476,2025-05-29 09:55:56,360.4,EUR,deposit,Costco,healthcare,credit_card,completed
TXN_00002758,CUST_000511,2024-10-18 09:55:56,642.77,USD,transfer,Amazon,entertainment,credit_card,completed
TXN_00002759,CUST_000443,2025-09-10 09:55:56,176.9,USD,transfer,Target,transportation,credit_card,completed
TXN_00002760,CUST_000993,2025-07-26 09:55:56,360.24,USD,refund,Home Depot,healthcare,paypal,completed
TXN_00002761,CUST_000892,2025-09-02 09:55:56,473.96,EUR,refund,Amazon,food,credit_card,completed
TXN_00002762,CUST_000451,2024-10-05 09:55:56,465.24,USD,deposit,McDonald's,entertainment,paypal,failed
TXN_00002763,CUST_000117,2024-10-09 09:55:56,315.67,USD,deposit,Costco,transportation,debit_card,completed
TXN_00002764,CUST_000513,2024-12-17 09:55:56,757.07,USD,transfer,Starbucks,transportation,paypal,completed
TXN_00002765,CUST_000431,2025-06-21 09:55:56,252.25,EUR,refund,Starbucks,retail,paypal,completed
TXN_00002766,CUST_000386,2024-10-27 09:55:56,759.18,USD,deposit,McDonald's,entertainment,debit_card,completed
TXN_00002767,CUST_000455,2025-06-04 09:55:56,702.8,USD,refund,Best Buy,transportation,credit_card,completed
TXN_00002768,CUST_000832,2024-12-13 09:55:56,924.09,EUR,purchase,McDonald's,healthcare,debit_card,completed
TXN_00002769,CUST_000151,2025-02-27 09:55:56,825.1,EUR,transfer,Starbucks,healthcare,credit_card,pending
TXN_00002770,CUST_000951,2025-06-24 09:55:56,243.21,USD,refund,Best Buy,transportation,bank_transfer,completed
TXN_00002771,CUST_000640,2024-12-27 09:55:56,946.38,USD,refund,Target,food,bank_transfer,completed
TXN_00002772,CUST_000587,2025-08-13 09:55:56,45.55,EUR,deposit,Home Depot,entertainment,bank_transfer,completed
TXN_00002773,CUST_000910,2024-12-02 09:55:56,287.76,USD,deposit,Home Depot,transportation,paypal,completed
TXN_00002774,CUST_000811,2025-01-26 09:55:56,426.51,USD,refund,Walmart,healthcare,credit_card,completed
TXN_00002775,CUST_000767,2025-05-26 09:55:56,468.14,USD,purchase,Home Depot,utilities,credit_card,completed
TXN_00002776,CUST_000310,2025-03-05 09:55:56,514.83,USD,deposit,Target,utilities,debit_card,completed
TXN_00002777,CUST_000564,2024-12-22 09:55:56,448.86,USD,purchase,Target,retail,bank_transfer,completed
TXN_00002778,CUST_000155,2025-05-12 09:55:56,597.74,USD,refund,Walmart,transportation,credit_card,completed
TXN_00002779,CUST_000342,2025-07-27 09:55:56,551.71,EUR,purchase,Target,healthcare,bank_transfer,completed
TXN_00002780,CUST_000803,2025-07-22 09:55:56,515.64,USD,purchase,McDonald's,retail,bank_transfer,completed
TXN_00002781,CUST_000779,2024-11-09 09:55:56,46.28,USD,deposit,Target,food,bank_transfer,completed
TXN_00002782,CUST_000604,2024-11-30 09:55:56,152.54,USD,refund,Best Buy,entertainment,bank_transfer,completed
TXN_00002783,CUST_000623,2025-01-21 09:55:56,922.11,USD,transfer,Amazon,utilities,bank_transfer,completed
TXN_00002784,CUST_000524,2024-10-31 09:55:56,419.63,USD,refund,Best Buy,entertainment,paypal,completed
TXN_00002785,CUST_000014,2025-01-04 09:55:56,447.84,EUR,refund,Best Buy,retail,paypal,completed
TXN_00002786,CUST_000648,2025-08-20 09:55:56,684.53,EUR,deposit,Amazon,entertainment,debit_card,completed
TXN_00002787,CUST_000538,2025-01-09 09:55:56,621.69,USD,refund,Costco,transportation,paypal,completed
TXN_00002788,CUST_000319,2025-03-06 09:55:56,982.04,USD,purchase,Walmart,entertainment,credit_card,completed
TXN_00002789,CUST_000495,2025-08-15 09:55:56,654.89,EUR,refund,Best Buy,transportation,paypal,pending
TXN_00002790,CUST_000204,2025-02-17 09:55:56,540.4,USD,transfer,Starbucks,healthcare,credit_card,completed
TXN_00002791,CUST_000597,2024-10-18 09:55:56,443.53,EUR,deposit,Amazon,food,debit_card,completed
TXN_00002792,CUST_000310,2024-10-24 09:55:56,274.34,USD,transfer,Costco,utilities,bank_transfer,completed
TXN_00002793,CUST_000301,2025-08-29 09:55:56,915.83,GBP,deposit,Starbucks,entertainment,credit_card,completed
TXN_00002794,CUST_000224,2025-07-04 09:55:56,617.02,USD,deposit,Best Buy,retail,paypal,completed
TXN_00002795,CUST_000511,2025-03-07 09:55:56,458.48,GBP,refund,McDonald's,food,credit_card,completed
TXN_00002796,CUST_000985,2024-11-28 09:55:56,776.28,USD,purchase,Target,healthcare,credit_card,completed
TXN_00002797,CUST_000378,2024-09-14 09:55:56,665.27,USD,refund,Best Buy,food,paypal,completed
TXN_00002798,CUST_000876,2025-03-04 09:55:56,78.28,USD,transfer,Best Buy,healthcare,bank_transfer,completed
TXN_00002799,CUST_000025,2025-01-15 09:55:56,911.28,USD,deposit,McDonald's,transportation,paypal,completed
TXN_00002800,CUST_000745,2025-07-10 09:55:56,351.92,USD,transfer,Costco,transportation,credit_card,pending
TXN_00002801,CUST_000499,2025-04-26 09:55:56,743.32,GBP,purchase,Starbucks,retail,bank_transfer,completed
TXN_00002802,CUST_000014,2025-06-20 09:55:56,898.58,USD,purchase,Starbucks,healthcare,credit_card,completed
TXN_00002803,CUST_000966,2025-04-17 09:55:56,892.33,USD,transfer,Costco,transportation,bank_transfer,completed
TXN_00002804,CUST_000911,2025-08-12 09:55:56,708.18,USD,refund,McDonald's,utilities,paypal,completed
TXN_00002805,CUST_000132,2024-11-12 09:55:56,812.26,EUR,deposit,Costco,transportation,debit_card,failed
TXN_00002806,CUST_000790,2025-08-27 09:55:56,813.79,USD,transfer,Amazon,healthcare,bank_transfer,completed
TXN_00002807,CUST_000192,2025-07-13 09:55:56,562.25,USD,deposit,McDonald's,utilities,credit_card,completed
TXN_00002808,CUST_000387,2025-02-10 09:55:56,419.72,GBP,purchase,Target,entertainment,bank_transfer,pending
TXN_00002809,CUST_000285,2025-06-13 09:55:56,813.19,GBP,refund,Target,food,debit_card,completed
TXN_00002810,CUST_000603,2024-12-06 09:55:56,49.22,EUR,refund,McDonald's,utilities,debit_card,pending
TXN_00002811,CUST_000500,2025-03-11 09:55:56,621.03,USD,deposit,McDonald's,healthcare,credit_card,completed
TXN_00002812,CUST_000651,2025-04-08 09:55:56,283.32,USD,transfer,Costco,retail,debit_card,completed
TXN_00002813,CUST_000796,2025-03-15 09:55:56,72.04,USD,deposit,Home Depot,utilities,paypal,completed
TXN_00002814,CUST_000829,2025-03-02 09:55:56,815.42,USD,deposit,Best Buy,utilities,debit_card,completed
TXN_00002815,CUST_000069,2024-11-24 09:55:56,588.71,EUR,deposit,Home Depot,entertainment,debit_card,completed
TXN_00002816,CUST_000498,2024-09-25 09:55:56,444.28,EUR,transfer,Walmart,entertainment,credit_card,completed
TXN_00002817,CUST_000950,2024-12-04 09:55:56,330.14,GBP,transfer,Home Depot,retail,debit_card,completed
TXN_00002818,CUST_000801,2025-04-25 09:55:56,781.69,GBP,transfer,Starbucks,utilities,debit_card,completed
TXN_00002819,CUST_000933,2024-12-10 09:55:56,236.41,USD,deposit,Best Buy,food,credit_card,completed
TXN_00002820,CUST_000370,2025-04-22 09:55:56,384.19,EUR,purchase,Home Depot,transportation,bank_transfer,completed
TXN_00002821,CUST_000850,2025-06-01 09:55:56,157.33,USD,transfer,McDonald's,healthcare,bank_transfer,completed
TXN_00002822,CUST_000325,2025-05-24 09:55:56,72.89,EUR,purchase,Costco,retail,paypal,completed
TXN_00002823,CUST_000452,2024-12-31 09:55:56,654.13,USD,refund,Amazon,transportation,paypal,completed
TXN_00002824,CUST_000062,2025-07-21 09:55:56,725.86,USD,refund,Walmart,entertainment,debit_card,completed
TXN_00002825,CUST_000333,2025-07-25 09:55:56,938.94,USD,deposit,McDonald's,healthcare,bank_transfer,completed
TXN_00002826,CUST_000107,2025-09-03 09:55:56,491.03,USD,deposit,Walmart,retail,bank_transfer,completed
TXN_00002827,CUST_000328,2025-02-06 09:55:56,308.18,USD,deposit,Amazon,utilities,credit_card,completed
TXN_00002828,CUST_000439,2024-11-18 09:55:56,659.98,USD,purchase,Home Depot,entertainment,debit_card,completed
TXN_00002829,CUST_000201,2025-09-04 09:55:56,410.2,USD,refund,Amazon,food,bank_transfer,pending
TXN_00002830,CUST_000663,2024-09-22 09:55:56,942.96,GBP,purchase,Home Depot,food,debit_card,completed
TXN_00002831,CUST_000098,2025-07-23 09:55:56,296.38,USD,deposit,Starbucks,utilities,credit_card,completed
TXN_00002832,CUST_000078,2025-05-02 09:55:56,326.56,USD,refund,Amazon,retail,bank_transfer,completed
TXN_00002833,CUST_000256,2025-05-28 09:55:56,850.32,USD,refund,Target,food,paypal,completed
TXN_00002834,CUST_000328,2025-05-15 09:55:56,870.37,USD,refund,Target,retail,paypal,completed
TXN_00002835,CUST_000671,2025-08-27 09:55:56,104.65,USD,purchase,Walmart,retail,debit_card,completed
TXN_00002836,CUST_000315,2025-05-26 09:55:56,231.39,USD,refund,Target,entertainment,debit_card,completed
TXN_00002837,CUST_000979,2025-07-13 09:55:56,798.64,USD,transfer,Home Depot,utilities,paypal,completed
TXN_00002838,CUST_000222,2025-04-08 09:55:56,193.81,USD,transfer,McDonald's,utilities,credit_card,completed
TXN_00002839,CUST_000598,2024-12-22 09:55:56,435.75,USD,refund,Amazon,transportation,paypal,completed
TXN_00002840,CUST_000769,2025-01-21 09:55:56,640.29,USD,refund,Costco,transportation,paypal,completed
TXN_00002841,CUST_000484,2025-05-15 09:55:56,362.65,EUR,purchase,Home Depot,transportation,debit_card,failed
TXN_00002842,CUST_000983,2025-02-16 09:55:56,377.22,USD,purchase,Costco,utilities,bank_transfer,failed
TXN_00002843,CUST_000379,2025-05-07 09:55:56,873.61,USD,deposit,Starbucks,entertainment,credit_card,completed
TXN_00002844,CUST_000802,2025-03-05 09:55:56,226.98,USD,transfer,Target,entertainment,bank_transfer,completed
TXN_00002845,CUST_000972,2025-04-25 09:55:56,924.57,USD,transfer,Best Buy,entertainment,debit_card,completed
TXN_00002846,CUST_000716,2024-09-23 09:55:56,702.71,USD,transfer,Best Buy,food,paypal,completed
TXN_00002847,CUST_000933,2024-09-13 09:55:56,757.43,USD,refund,Costco,retail,paypal,completed
TXN_00002848,CUST_000161,2024-10-17 09:55:56,463.09,USD,deposit,Best Buy,transportation,debit_card,completed
TXN_00002849,CUST_000218,2024-10-08 09:55:56,293.75,USD,deposit,Best Buy,transportation,credit_card,completed
TXN_00002850,CUST_000104,2025-02-21 09:55:56,733.42,USD,deposit,Best Buy,healthcare,credit_card,completed
TXN_00002851,CUST_000363,2025-05-19 09:55:56,677.07,USD,purchase,Starbucks,healthcare,debit_card,completed
TXN_00002852,CUST_000091,2025-08-27 09:55:56,252.39,USD,refund,McDonald's,food,bank_transfer,completed
TXN_00002853,CUST_000708,2025-06-17 09:55:56,777.27,EUR,purchase,Costco,healthcare,bank_transfer,completed
TXN_00002854,CUST_000982,2024-12-01 09:55:56,904.8,USD,refund,Starbucks,transportation,paypal,completed
TXN_00002855,CUST_000121,2025-07-05 09:55:56,979.42,GBP,deposit,Best Buy,healthcare,paypal,completed
TXN_00002856,CUST_000453,2025-02-19 09:55:56,192.1,USD,refund,Target,utilities,paypal,completed
TXN_00002857,CUST_000416,2025-05-28 09:55:56,917.99,USD,purchase,McDonald's,food,paypal,completed
TXN_00002858,CUST_000405,2024-11-21 09:55:56,269.64,EUR,purchase,Walmart,food,bank_transfer,completed
TXN_00002859,CUST_000393,2025-04-14 09:55:56,571.49,USD,deposit,McDonald's,transportation,credit_card,completed
TXN_00002860,CUST_000911,2024-12-03 09:55:56,231.95,USD,purchase,Amazon,retail,bank_transfer,completed
TXN_00002861,CUST_000359,2024-11-22 09:55:56,37.26,USD,refund,Costco,transportation,credit_card,completed
TXN_00002862,CUST_000084,2025-06-03 09:55:56,234.16,USD,transfer,Best Buy,utilities,bank_transfer,completed
TXN_00002863,CUST_000673,2025-05-28 09:55:56,957.43,USD,purchase,Costco,retail,paypal,completed
TXN_00002864,CUST_000064,2025-08-05 09:55:56,866.33,USD,refund,Amazon,retail,paypal,pending
TXN_00002865,CUST_000094,2025-07-19 09:55:56,406.45,GBP,purchase,Amazon,retail,paypal,completed
TXN_00002866,CUST_000945,2025-06-20 09:55:56,894.7,USD,deposit,Starbucks,retail,bank_transfer,pending
TXN_00002867,CUST_000034,2025-08-04 09:55:56,877.41,USD,refund,Costco,food,credit_card,failed
TXN_00002868,CUST_000789,2025-05-31 09:55:56,265.24,EUR,transfer,Costco,healthcare,paypal,pending
TXN_00002869,CUST_000062,2025-05-26 09:55:56,326.06,USD,purchase,McDonald's,healthcare,credit_card,completed
TXN_00002870,CUST_000962,2024-11-12 09:55:56,108.69,GBP,deposit,Amazon,retail,paypal,completed
TXN_00002871,CUST_000102,2024-09-16 09:55:56,884.92,EUR,purchase,Best Buy,food,credit_card,completed
TXN_00002872,CUST_000317,2025-09-02 09:55:56,996.4,USD,deposit,Amazon,food,credit_card,completed
TXN_00002873,CUST_000123,2025-07-05 09:55:56,841.98,USD,transfer,Home Depot,food,bank_transfer,pending
TXN_00002874,CUST_000077,2024-11-03 09:55:56,221.0,USD,transfer,McDonald's,utilities,paypal,pending
TXN_00002875,CUST_000193,2024-11-05 09:55:56,81.03,USD,purchase,Amazon,transportation,bank_transfer,completed
TXN_00002876,CUST_000994,2025-07-16 09:55:56,661.05,USD,transfer,Target,food,debit_card,completed
TXN_00002877,CUST_000291,2025-08-17 09:55:56,85.37,USD,transfer,Best Buy,entertainment,credit_card,completed
TXN_00002878,CUST_000680,2025-02-01 09:55:56,966.15,USD,purchase,Starbucks,healthcare,paypal,completed
TXN_00002879,CUST_000346,2025-06-17 09:55:56,998.36,USD,deposit,Costco,retail,credit_card,completed
TXN_00002880,CUST_000373,2025-04-19 09:55:56,491.69,EUR,deposit,Costco,healthcare,paypal,completed
TXN_00002881,CUST_000620,2025-04-19 09:55:56,511.62,GBP,refund,Amazon,retail,paypal,completed
TXN_00002882,CUST_000644,2024-09-17 09:55:56,733.16,USD,transfer,Starbucks,food,paypal,completed
TXN_00002883,CUST_000517,2025-04-12 09:55:56,887.65,EUR,refund,McDonald's,transportation,credit_card,completed
TXN_00002884,CUST_000400,2025-02-16 09:55:56,141.94,USD,deposit,Home Depot,retail,paypal,completed
TXN_00002885,CUST_000009,2025-01-10 09:55:56,32.33,USD,transfer,Costco,retail,debit_card,completed
TXN_00002886,CUST_000839,2025-03-01 09:55:56,514.15,GBP,deposit,Target,entertainment,credit_card,completed
TXN_00002887,CUST_000525,2025-01-26 09:55:56,780.25,USD,purchase,Amazon,transportation,bank_transfer,completed
TXN_00002888,CUST_000614,2025-08-11 09:55:56,675.59,GBP,purchase,McDonald's,food,debit_card,completed
TXN_00002889,CUST_000418,2025-06-16 09:55:56,200.25,EUR,purchase,Home Depot,transportation,debit_card,completed
TXN_00002890,CUST_000147,2024-12-02 09:55:56,156.6,USD,refund,Costco,retail,paypal,completed
TXN_00002891,CUST_000888,2025-06-23 09:55:56,530.75,USD,transfer,Amazon,retail,paypal,completed
TXN_00002892,CUST_000744,2024-12-01 09:55:56,275.3,USD,purchase,Best Buy,entertainment,credit_card,completed
TXN_00002893,CUST_000959,2025-05-07 09:55:56,353.56,USD,transfer,Best Buy,entertainment,bank_transfer,pending
TXN_00002894,CUST_000169,2024-10-16 09:55:56,535.31,USD,purchase,Starbucks,entertainment,credit_card,completed
TXN_00002895,CUST_000959,2024-10-05 09:55:56,365.79,USD,purchase,McDonald's,healthcare,debit_card,completed
TXN_00002896,CUST_000949,2024-12-08 09:55:56,27.02,USD,transfer,Walmart,healthcare,paypal,pending
TXN_00002897,CUST_000730,2025-03-26 09:55:56,250.16,USD,transfer,Target,healthcare,credit_card,pending
TXN_00002898,CUST_000269,2025-04-16 09:55:56,474.84,USD,deposit,Costco,transportation,debit_card,completed
TXN_00002899,CUST_000180,2025-07-29 09:55:56,645.14,USD,refund,Amazon,utilities,debit_card,completed
TXN_00002900,CUST_000510,2024-11-28 09:55:56,646.05,GBP,refund,McDonald's,healthcare,credit_card,completed
TXN_00002901,CUST_000100,2025-05-20 09:55:56,825.67,USD,deposit,Costco,food,bank_transfer,completed
TXN_00002902,CUST_000015,2025-03-31 09:55:56,816.18,USD,transfer,McDonald's,entertainment,paypal,completed
TXN_00002903,CUST_000022,2024-12-06 09:55:56,761.96,USD,purchase,Starbucks,healthcare,bank_transfer,completed
